timestamp_utc,pv_kw,load_kw,planned_grid_import_kw,planned_battery_charge_kw,planned_battery_discharge_kw,planned_battery_action_kw,planned_pv_curtailment_kw,planned_soc_kwh,planned_soc_next_kwh
2024-01-01 00:15:00+00:00,0.000,4.050,0.000,0.000,4.050,-4.050,0.000,25.000,23.945
2024-01-01 00:30:00+00:00,0.000,3.770,0.000,0.000,3.770,-3.770,0.000,23.945,22.964
2024-01-01 00:45:00+00:00,0.000,3.110,0.000,0.000,3.110,-3.110,0.000,22.964,22.154
2024-01-01 01:00:00+00:00,0.000,1.990,0.000,0.000,1.990,-1.990,0.000,22.154,21.635
2024-01-01 01:15:00+00:00,0.000,1.690,0.000,0.000,1.690,-1.690,0.000,21.635,21.195
2024-01-01 01:30:00+00:00,0.000,1.565,0.000,0.000,1.565,-1.565,0.000,21.195,20.788
2024-01-01 01:45:00+00:00,0.000,1.710,0.000,0.000,1.710,-1.710,0.000,20.788,20.342
2024-01-01 02:00:00+00:00,0.000,1.510,0.000,0.000,1.510,-1.510,0.000,20.342,19.949
2024-01-01 02:15:00+00:00,0.000,1.750,0.000,0.000,1.750,-1.750,0.000,19.949,19.493
2024-01-01 02:30:00+00:00,0.000,1.670,0.000,0.000,1.670,-1.670,0.000,19.493,19.059
2024-01-01 02:45:00+00:00,0.000,1.855,0.000,0.000,1.855,-1.855,0.000,19.059,18.576
2024-01-01 03:00:00+00:00,0.000,1.570,0.000,0.000,1.570,-1.570,0.000,18.576,18.167
2024-01-01 03:15:00+00:00,0.000,1.940,0.000,0.000,1.940,-1.940,0.000,18.167,17.661
2024-01-01 03:30:00+00:00,0.000,3.600,0.000,0.000,3.600,-3.600,0.000,17.661,16.724
2024-01-01 03:45:00+00:00,0.000,2.935,0.000,0.000,2.935,-2.935,0.000,16.724,15.960
2024-01-01 04:00:00+00:00,0.000,1.705,0.000,0.000,1.705,-1.705,0.000,15.960,15.516
2024-01-01 04:15:00+00:00,0.000,1.125,0.000,0.000,1.125,-1.125,0.000,15.516,15.223
2024-01-01 04:30:00+00:00,0.000,1.125,0.000,0.000,1.125,-1.125,0.000,15.223,14.930
2024-01-01 04:45:00+00:00,0.000,1.165,0.000,0.000,1.165,-1.165,0.000,14.930,14.626
2024-01-01 05:00:00+00:00,0.000,1.225,0.000,0.000,1.225,-1.225,0.000,14.626,14.307
2024-01-01 05:15:00+00:00,0.000,1.565,0.000,0.000,1.565,-1.565,0.000,14.307,13.900
2024-01-01 05:30:00+00:00,0.000,1.860,0.000,0.000,1.860,-1.860,0.000,13.900,13.415
2024-01-01 05:45:00+00:00,0.000,1.765,0.000,0.000,1.765,-1.765,0.000,13.415,12.956
2024-01-01 06:00:00+00:00,0.000,1.565,0.000,0.000,1.565,-1.565,0.000,12.956,12.548
2024-01-01 06:15:00+00:00,0.000,1.225,0.000,0.000,1.225,-1.225,0.000,12.548,12.229
2024-01-01 06:30:00+00:00,0.000,3.580,0.000,0.000,3.580,-3.580,0.000,12.229,11.297
2024-01-01 06:45:00+00:00,0.000,4.130,0.000,0.000,4.130,-4.130,0.000,11.297,10.221
2024-01-01 07:00:00+00:00,0.000,3.815,0.000,0.000,3.815,-3.815,0.000,10.221,9.228
2024-01-01 07:15:00+00:00,0.000,3.710,0.000,0.000,3.710,-3.710,0.000,9.228,8.262
2024-01-01 07:30:00+00:00,0.179,4.700,0.000,0.000,4.521,-4.521,0.000,8.262,7.084
2024-01-01 07:45:00+00:00,3.267,3.785,0.000,0.000,0.518,-0.518,0.000,7.084,6.950
2024-01-01 08:00:00+00:00,6.727,3.800,0.000,0.000,0.000,0.000,2.927,6.950,6.950
2024-01-01 08:15:00+00:00,9.478,4.010,0.000,0.000,0.000,0.000,5.468,6.950,6.950
2024-01-01 08:30:00+00:00,11.347,4.070,0.000,0.000,0.000,0.000,7.277,6.950,6.950
2024-01-01 08:45:00+00:00,13.871,3.670,0.000,0.000,0.000,0.000,10.201,6.950,6.950
2024-01-01 09:00:00+00:00,15.692,3.730,0.000,0.000,0.000,0.000,11.962,6.950,6.950
2024-01-01 09:15:00+00:00,17.992,5.125,0.000,0.000,0.000,0.000,12.867,6.950,6.950
2024-01-01 09:30:00+00:00,10.672,5.485,0.000,0.000,0.000,0.000,5.187,6.950,6.950
2024-01-01 09:45:00+00:00,3.241,5.345,0.000,0.000,2.104,-2.104,0.000,6.950,6.402
2024-01-01 10:00:00+00:00,4.138,4.965,0.000,0.000,0.827,-0.827,0.000,6.402,6.186
2024-01-01 10:15:00+00:00,6.113,5.005,0.000,0.000,0.000,0.000,1.108,6.186,6.186
2024-01-01 10:30:00+00:00,18.034,4.870,0.000,0.000,0.000,0.000,13.164,6.186,6.186
2024-01-01 10:45:00+00:00,25.840,4.815,0.000,0.000,0.000,0.000,21.025,6.186,6.186
2024-01-01 11:00:00+00:00,26.209,4.705,0.000,5.673,0.000,5.673,15.831,6.186,7.548
2024-01-01 11:15:00+00:00,26.996,4.915,0.000,0.000,0.000,0.000,22.081,7.548,7.548
2024-01-01 11:30:00+00:00,25.993,5.055,0.000,20.938,0.000,20.938,0.000,7.548,12.573
2024-01-01 11:45:00+00:00,27.722,4.575,0.000,23.147,0.000,23.147,0.000,12.573,18.128
2024-01-01 12:00:00+00:00,24.296,4.640,0.000,19.656,0.000,19.656,0.000,18.128,22.846
2024-01-01 12:15:00+00:00,19.034,5.415,0.000,13.619,0.000,13.619,0.000,22.846,26.114
2024-01-01 12:30:00+00:00,21.231,4.900,0.000,16.331,0.000,16.331,0.000,26.114,30.034
2024-01-01 12:45:00+00:00,15.928,4.940,0.000,10.988,0.000,10.988,0.000,30.034,32.671
2024-01-01 13:00:00+00:00,11.999,4.555,0.000,7.444,0.000,7.444,0.000,32.671,34.457
2024-01-01 13:15:00+00:00,22.542,4.590,0.000,17.952,0.000,17.952,0.000,34.457,38.766
2024-01-01 13:30:00+00:00,22.314,4.605,0.000,17.709,0.000,17.709,0.000,38.766,43.016
2024-01-01 13:45:00+00:00,16.099,5.030,0.000,11.069,0.000,11.069,0.000,43.016,45.673
2024-01-01 14:00:00+00:00,7.839,5.130,0.000,2.709,0.000,2.709,0.000,45.673,46.323
2024-01-01 14:15:00+00:00,7.201,5.230,0.000,1.971,0.000,1.971,0.000,46.323,46.796
2024-01-01 14:30:00+00:00,8.157,5.415,0.000,2.742,0.000,2.742,0.000,46.796,47.454
2024-01-01 14:45:00+00:00,5.461,5.270,0.000,0.191,0.000,0.191,0.000,47.454,47.500
2024-01-01 15:00:00+00:00,2.634,5.205,0.400,0.000,2.171,-2.171,0.000,47.500,46.935
2024-01-01 15:15:00+00:00,0.711,5.240,0.400,0.000,4.129,-4.129,0.000,46.935,45.859
2024-01-01 15:30:00+00:00,0.089,5.390,0.400,0.000,4.901,-4.901,0.000,45.859,44.583
2024-01-01 15:45:00+00:00,0.000,5.260,0.400,0.000,4.860,-4.860,0.000,44.583,43.317
2024-01-01 16:00:00+00:00,0.000,5.215,0.400,0.000,4.815,-4.815,0.000,43.317,42.064
2024-01-01 16:15:00+00:00,0.000,5.070,0.400,0.000,4.670,-4.670,0.000,42.064,40.847
2024-01-01 16:30:00+00:00,0.000,5.770,0.400,0.000,5.370,-5.370,0.000,40.847,39.449
2024-01-01 16:45:00+00:00,0.000,5.960,0.400,0.000,5.560,-5.560,0.000,39.449,38.001
2024-01-01 17:00:00+00:00,0.000,5.155,0.400,0.000,4.755,-4.755,0.000,38.001,36.763
2024-01-01 17:15:00+00:00,0.000,5.850,0.400,0.000,5.450,-5.450,0.000,36.763,35.343
2024-01-01 17:30:00+00:00,0.000,5.150,0.400,0.000,4.750,-4.750,0.000,35.343,34.106
2024-01-01 17:45:00+00:00,0.000,5.050,0.400,0.000,4.650,-4.650,0.000,34.106,32.895
2024-01-01 18:00:00+00:00,0.000,4.910,0.400,0.000,4.510,-4.510,0.000,32.895,31.721
2024-01-01 18:15:00+00:00,0.000,4.990,0.400,0.000,4.590,-4.590,0.000,31.721,30.525
2024-01-01 18:30:00+00:00,0.000,4.930,0.400,0.000,4.530,-4.530,0.000,30.525,29.346
2024-01-01 18:45:00+00:00,0.000,6.050,0.400,0.000,5.650,-5.650,0.000,29.346,27.874
2024-01-01 19:00:00+00:00,0.000,5.235,0.400,0.000,4.835,-4.835,0.000,27.874,26.615
2024-01-01 19:15:00+00:00,0.000,4.930,0.400,0.000,4.530,-4.530,0.000,26.615,25.436
2024-01-01 19:30:00+00:00,0.000,6.010,0.400,0.000,5.610,-5.610,0.000,25.436,23.975
2024-01-01 19:45:00+00:00,0.000,5.515,0.400,0.000,5.115,-5.115,0.000,23.975,22.642
2024-01-01 20:00:00+00:00,0.000,5.680,0.400,0.000,5.280,-5.280,0.000,22.642,21.267
2024-01-01 20:15:00+00:00,0.000,6.020,0.400,0.000,5.620,-5.620,0.000,21.267,19.804
2024-01-01 20:30:00+00:00,0.000,5.425,0.400,0.000,5.025,-5.025,0.000,19.804,18.495
2024-01-01 20:45:00+00:00,0.000,5.670,0.400,0.000,5.270,-5.270,0.000,18.495,17.123
2024-01-01 21:00:00+00:00,0.000,5.350,0.400,0.000,4.950,-4.950,0.000,17.123,15.834
2024-01-01 21:15:00+00:00,0.000,5.685,0.400,0.000,5.285,-5.285,0.000,15.834,14.457
2024-01-01 21:30:00+00:00,0.000,5.095,0.400,0.000,4.695,-4.695,0.000,14.457,13.235
2024-01-01 21:45:00+00:00,0.000,5.300,0.400,0.000,4.900,-4.900,0.000,13.235,11.959
2024-01-01 22:00:00+00:00,0.000,5.560,0.400,0.000,5.160,-5.160,0.000,11.959,10.615
2024-01-01 22:15:00+00:00,0.000,5.370,0.400,0.000,4.970,-4.970,0.000,10.615,9.321
2024-01-01 22:30:00+00:00,0.000,6.725,0.400,0.000,6.325,-6.325,0.000,9.321,7.673
2024-01-01 22:45:00+00:00,0.000,5.490,0.400,0.000,5.090,-5.090,0.000,7.673,6.348
2024-01-01 23:00:00+00:00,0.000,4.510,0.400,0.000,4.110,-4.110,0.000,6.348,5.277
2024-01-01 23:15:00+00:00,0.000,4.015,0.400,0.000,3.615,-3.615,0.000,5.277,4.336
2024-01-01 23:30:00+00:00,0.000,4.425,0.400,0.000,4.025,-4.025,0.000,4.336,3.288
2024-01-01 23:45:00+00:00,0.000,3.425,0.400,0.000,3.025,-3.025,0.000,3.288,2.500
2024-01-02 00:00:00+00:00,0.000,3.360,3.758,0.398,0.000,0.398,0.000,2.500,2.596
2024-01-02 00:15:00+00:00,0.000,3.370,3.758,0.388,0.000,0.388,0.000,2.596,2.689
2024-01-02 00:30:00+00:00,0.000,3.670,3.758,0.088,0.000,0.088,0.000,2.689,2.710
2024-01-02 00:45:00+00:00,0.000,3.235,3.758,0.523,0.000,0.523,0.000,2.710,2.836
2024-01-02 01:00:00+00:00,0.000,3.480,3.758,0.278,0.000,0.278,0.000,2.836,2.903
2024-01-02 01:15:00+00:00,0.000,3.620,3.758,0.138,0.000,0.138,0.000,2.903,2.936
2024-01-02 01:30:00+00:00,0.000,3.335,3.758,0.423,0.000,0.423,0.000,2.936,3.037
2024-01-02 01:45:00+00:00,0.000,3.495,3.758,0.263,0.000,0.263,0.000,3.037,3.101
2024-01-02 02:00:00+00:00,0.000,3.185,3.758,0.573,0.000,0.573,0.000,3.101,3.238
2024-01-02 02:15:00+00:00,0.000,3.210,3.758,0.548,0.000,0.548,0.000,3.238,3.370
2024-01-02 02:30:00+00:00,0.000,3.115,3.758,0.643,0.000,0.643,0.000,3.370,3.524
2024-01-02 02:45:00+00:00,0.000,1.915,3.758,1.843,0.000,1.843,0.000,3.524,3.967
2024-01-02 03:00:00+00:00,0.000,1.485,3.758,2.273,0.000,2.273,0.000,3.967,4.512
2024-01-02 03:15:00+00:00,0.000,1.845,3.758,1.913,0.000,1.913,0.000,4.512,4.972
2024-01-02 03:30:00+00:00,0.000,2.715,3.758,1.043,0.000,1.043,0.000,4.972,5.222
2024-01-02 03:45:00+00:00,0.000,2.560,3.758,1.198,0.000,1.198,0.000,5.222,5.510
2024-01-02 04:00:00+00:00,0.000,2.205,3.758,1.553,0.000,1.553,0.000,5.510,5.882
2024-01-02 04:15:00+00:00,0.000,2.250,3.758,1.508,0.000,1.508,0.000,5.882,6.244
2024-01-02 04:30:00+00:00,0.000,2.040,3.758,1.718,0.000,1.718,0.000,6.244,6.657
2024-01-02 04:45:00+00:00,0.000,1.800,3.758,1.958,0.000,1.958,0.000,6.657,7.127
2024-01-02 05:00:00+00:00,0.000,2.000,3.758,1.758,0.000,1.758,0.000,7.127,7.549
2024-01-02 05:15:00+00:00,0.000,2.060,3.758,1.698,0.000,1.698,0.000,7.549,7.956
2024-01-02 05:30:00+00:00,0.000,1.800,3.758,1.958,0.000,1.958,0.000,7.956,8.426
2024-01-02 05:45:00+00:00,0.000,1.555,3.758,2.203,0.000,2.203,0.000,8.426,8.955
2024-01-02 06:00:00+00:00,0.000,1.230,3.758,2.528,0.000,2.528,0.000,8.955,9.562
2024-01-02 06:15:00+00:00,0.000,1.190,3.758,2.568,0.000,2.568,0.000,9.562,10.179
2024-01-02 06:30:00+00:00,0.000,2.255,3.758,1.503,0.000,1.503,0.000,10.179,10.539
2024-01-02 06:45:00+00:00,0.000,4.855,3.758,0.000,1.097,-1.097,0.000,10.539,10.254
2024-01-02 07:00:00+00:00,0.000,3.665,3.758,0.093,0.000,0.093,0.000,10.254,10.276
2024-01-02 07:15:00+00:00,0.000,3.455,3.758,0.303,0.000,0.303,0.000,10.276,10.349
2024-01-02 07:30:00+00:00,0.000,3.975,3.758,0.000,0.217,-0.217,0.000,10.349,10.293
2024-01-02 07:45:00+00:00,0.000,3.605,3.758,0.153,0.000,0.153,0.000,10.293,10.329
2024-01-02 08:00:00+00:00,0.000,3.970,3.758,0.000,0.212,-0.212,0.000,10.329,10.274
2024-01-02 08:15:00+00:00,0.099,5.170,3.758,0.000,1.313,-1.313,0.000,10.274,9.933
2024-01-02 08:30:00+00:00,0.306,4.660,3.758,0.000,0.596,-0.596,0.000,9.933,9.777
2024-01-02 08:45:00+00:00,0.850,4.540,3.758,0.068,0.000,0.068,0.000,9.777,9.794
2024-01-02 09:00:00+00:00,1.316,4.895,3.758,0.179,0.000,0.179,0.000,9.794,9.837
2024-01-02 09:15:00+00:00,1.470,5.445,3.758,0.000,0.217,-0.217,0.000,9.837,9.780
2024-01-02 09:30:00+00:00,1.314,5.170,3.758,0.000,0.098,-0.098,0.000,9.780,9.755
2024-01-02 09:45:00+00:00,1.054,4.985,3.758,0.000,0.173,-0.173,0.000,9.755,9.710
2024-01-02 10:00:00+00:00,1.106,4.845,3.758,0.019,0.000,0.019,0.000,9.710,9.715
2024-01-02 10:15:00+00:00,1.571,5.045,3.758,0.285,0.000,0.285,0.000,9.715,9.783
2024-01-02 10:30:00+00:00,1.985,5.875,3.758,0.000,0.131,-0.131,0.000,9.783,9.749
2024-01-02 10:45:00+00:00,2.502,5.315,3.758,0.945,0.000,0.945,0.000,9.749,9.976
2024-01-02 11:00:00+00:00,2.708,4.770,3.758,1.696,0.000,1.696,0.000,9.976,10.383
2024-01-02 11:15:00+00:00,3.210,4.780,3.758,2.188,0.000,2.188,0.000,10.383,10.908
2024-01-02 11:30:00+00:00,4.008,5.015,3.758,2.751,0.000,2.751,0.000,10.908,11.568
2024-01-02 11:45:00+00:00,5.486,4.710,3.758,4.535,0.000,4.535,0.000,11.568,12.657
2024-01-02 12:00:00+00:00,6.054,5.035,3.758,4.777,0.000,4.777,0.000,12.657,13.803
2024-01-02 12:15:00+00:00,3.883,4.845,3.758,2.796,0.000,2.796,0.000,13.803,14.474
2024-01-02 12:30:00+00:00,3.482,5.170,3.758,2.070,0.000,2.070,0.000,14.474,14.971
2024-01-02 12:45:00+00:00,3.182,4.620,3.758,2.320,0.000,2.320,0.000,14.971,15.528
2024-01-02 13:00:00+00:00,2.575,5.240,3.758,1.093,0.000,1.093,0.000,15.528,15.790
2024-01-02 13:15:00+00:00,1.850,5.285,3.758,0.323,0.000,0.323,0.000,15.790,15.868
2024-01-02 13:30:00+00:00,1.540,4.865,3.758,0.433,0.000,0.433,0.000,15.868,15.972
2024-01-02 13:45:00+00:00,1.075,5.070,3.758,0.000,0.236,-0.236,0.000,15.972,15.911
2024-01-02 14:00:00+00:00,0.973,5.455,3.758,0.000,0.724,-0.724,0.000,15.911,15.722
2024-01-02 14:15:00+00:00,1.024,4.995,3.758,0.000,0.213,-0.213,0.000,15.722,15.667
2024-01-02 14:30:00+00:00,1.283,4.865,3.758,0.176,0.000,0.176,0.000,15.667,15.709
2024-01-02 14:45:00+00:00,0.534,5.090,3.758,0.000,0.798,-0.798,0.000,15.709,15.501
2024-01-02 15:00:00+00:00,0.122,5.275,3.758,0.000,1.395,-1.395,0.000,15.501,15.138
2024-01-02 15:15:00+00:00,0.000,5.280,3.758,0.000,1.522,-1.522,0.000,15.138,14.742
2024-01-02 15:30:00+00:00,0.000,5.700,3.758,0.000,1.942,-1.942,0.000,14.742,14.236
2024-01-02 15:45:00+00:00,0.000,5.870,3.758,0.000,2.112,-2.112,0.000,14.236,13.686
2024-01-02 16:00:00+00:00,0.000,5.685,3.758,0.000,1.927,-1.927,0.000,13.686,13.185
2024-01-02 16:15:00+00:00,0.000,5.080,3.758,0.000,1.322,-1.322,0.000,13.185,12.840
2024-01-02 16:30:00+00:00,0.000,5.115,3.758,0.000,1.357,-1.357,0.000,12.840,12.487
2024-01-02 16:45:00+00:00,0.000,4.935,3.758,0.000,1.177,-1.177,0.000,12.487,12.181
2024-01-02 17:00:00+00:00,0.000,5.165,3.758,0.000,1.407,-1.407,0.000,12.181,11.814
2024-01-02 17:15:00+00:00,0.000,5.385,3.758,0.000,1.627,-1.627,0.000,11.814,11.391
2024-01-02 17:30:00+00:00,0.000,4.675,3.758,0.000,0.917,-0.917,0.000,11.391,11.152
2024-01-02 17:45:00+00:00,0.000,5.015,3.758,0.000,1.257,-1.257,0.000,11.152,10.825
2024-01-02 18:00:00+00:00,0.000,5.240,3.758,0.000,1.482,-1.482,0.000,10.825,10.439
2024-01-02 18:15:00+00:00,0.000,5.060,3.758,0.000,1.302,-1.302,0.000,10.439,10.100
2024-01-02 18:30:00+00:00,0.000,5.125,3.758,0.000,1.367,-1.367,0.000,10.100,9.744
2024-01-02 18:45:00+00:00,0.000,4.850,3.758,0.000,1.092,-1.092,0.000,9.744,9.460
2024-01-02 19:00:00+00:00,0.000,5.120,3.758,0.000,1.362,-1.362,0.000,9.460,9.105
2024-01-02 19:15:00+00:00,0.000,5.585,3.758,0.000,1.827,-1.827,0.000,9.105,8.630
2024-01-02 19:30:00+00:00,0.000,5.605,3.758,0.000,1.847,-1.847,0.000,8.630,8.149
2024-01-02 19:45:00+00:00,0.000,5.735,3.758,0.000,1.977,-1.977,0.000,8.149,7.634
2024-01-02 20:00:00+00:00,0.000,5.190,3.758,0.000,1.432,-1.432,0.000,7.634,7.261
2024-01-02 20:15:00+00:00,0.000,5.280,3.758,0.000,1.522,-1.522,0.000,7.261,6.865
2024-01-02 20:30:00+00:00,0.000,4.880,3.758,0.000,1.122,-1.122,0.000,6.865,6.573
2024-01-02 20:45:00+00:00,0.000,5.235,3.758,0.000,1.477,-1.477,0.000,6.573,6.189
2024-01-02 21:00:00+00:00,0.000,5.090,3.758,0.000,1.332,-1.332,0.000,6.189,5.842
2024-01-02 21:15:00+00:00,0.000,4.915,3.758,0.000,1.157,-1.157,0.000,5.842,5.541
2024-01-02 21:30:00+00:00,0.000,5.145,3.758,0.000,1.387,-1.387,0.000,5.541,5.179
2024-01-02 21:45:00+00:00,0.000,5.075,3.758,0.000,1.317,-1.317,0.000,5.179,4.837
2024-01-02 22:00:00+00:00,0.000,5.145,3.758,0.000,1.387,-1.387,0.000,4.837,4.476
2024-01-02 22:15:00+00:00,0.000,5.075,3.758,0.000,1.317,-1.317,0.000,4.476,4.133
2024-01-02 22:30:00+00:00,0.000,4.920,3.758,0.000,1.162,-1.162,0.000,4.133,3.830
2024-01-02 22:45:00+00:00,0.000,5.090,3.758,0.000,1.332,-1.332,0.000,3.830,3.483
2024-01-02 23:00:00+00:00,0.000,5.090,3.758,0.000,1.332,-1.332,0.000,3.483,3.137
2024-01-02 23:15:00+00:00,0.000,4.710,3.758,0.000,0.952,-0.952,0.000,3.137,2.889
2024-01-02 23:30:00+00:00,0.000,4.600,3.758,0.000,0.842,-0.842,0.000,2.889,2.670
2024-01-02 23:45:00+00:00,0.000,4.410,3.758,0.000,0.652,-0.652,0.000,2.670,2.500
2024-01-03 00:00:00+00:00,0.000,3.730,3.797,0.067,0.000,0.067,0.000,2.500,2.516
2024-01-03 00:15:00+00:00,0.000,3.745,3.825,0.080,0.000,0.080,0.000,2.516,2.535
2024-01-03 00:30:00+00:00,0.000,3.675,3.825,0.150,0.000,0.150,0.000,2.535,2.571
2024-01-03 00:45:00+00:00,0.000,3.840,3.825,0.000,0.015,-0.015,0.000,2.571,2.568
2024-01-03 01:00:00+00:00,0.000,4.085,3.825,0.000,0.260,-0.260,0.000,2.568,2.500
2024-01-03 01:15:00+00:00,0.000,3.745,3.745,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 01:30:00+00:00,0.000,2.380,2.380,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 01:45:00+00:00,0.000,2.130,2.130,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 02:00:00+00:00,0.000,1.755,1.755,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 02:15:00+00:00,0.000,1.435,1.435,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 02:30:00+00:00,0.000,1.745,1.745,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 02:45:00+00:00,0.000,1.585,1.585,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 03:00:00+00:00,0.000,1.795,1.795,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 03:15:00+00:00,0.000,1.940,1.940,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 03:30:00+00:00,0.000,2.735,2.735,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 03:45:00+00:00,0.000,2.650,2.650,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 04:00:00+00:00,0.000,2.195,2.195,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 04:15:00+00:00,0.000,2.145,2.145,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 04:30:00+00:00,0.000,2.300,2.300,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 04:45:00+00:00,0.000,2.925,2.925,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 05:00:00+00:00,0.000,2.080,2.080,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 05:15:00+00:00,0.000,1.365,1.365,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 05:30:00+00:00,0.000,1.725,1.725,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 05:45:00+00:00,0.000,1.775,1.775,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 06:00:00+00:00,0.000,2.560,2.815,0.255,0.000,0.255,0.000,2.500,2.561
2024-01-03 06:15:00+00:00,0.000,4.060,3.825,0.000,0.235,-0.235,0.000,2.561,2.500
2024-01-03 06:30:00+00:00,0.000,2.925,3.208,0.283,0.000,0.283,0.000,2.500,2.568
2024-01-03 06:45:00+00:00,0.000,2.970,3.825,0.855,0.000,0.855,0.000,2.568,2.773
2024-01-03 07:00:00+00:00,0.000,2.800,3.825,1.025,0.000,1.025,0.000,2.773,3.019
2024-01-03 07:15:00+00:00,0.000,3.710,3.825,0.115,0.000,0.115,0.000,3.019,3.047
2024-01-03 07:30:00+00:00,0.014,5.000,3.825,0.000,1.161,-1.161,0.000,3.047,2.745
2024-01-03 07:45:00+00:00,0.383,4.490,3.825,0.000,0.282,-0.282,0.000,2.745,2.671
2024-01-03 08:00:00+00:00,0.382,4.865,3.825,0.000,0.658,-0.658,0.000,2.671,2.500
2024-01-03 08:15:00+00:00,1.223,4.875,3.652,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 08:30:00+00:00,2.217,4.695,2.478,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 08:45:00+00:00,4.351,4.910,0.559,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 09:00:00+00:00,2.909,5.220,2.311,0.000,0.000,0.000,0.000,2.500,2.500
2024-01-03 09:15:00+00:00,6.776,5.270,0.000,1.506,0.000,1.506,0.000,2.500,2.862
2024-01-03 09:30:00+00:00,5.364,5.220,0.000,0.144,0.000,0.144,0.000,2.862,2.896
2024-01-03 09:45:00+00:00,7.023,5.040,0.000,1.983,0.000,1.983,0.000,2.896,3.372
2024-01-03 10:00:00+00:00,5.136,5.065,0.000,0.071,0.000,0.071,0.000,3.372,3.389
2024-01-03 10:15:00+00:00,4.402,4.905,0.503,0.000,0.000,0.000,0.000,3.389,3.389
2024-01-03 10:30:00+00:00,3.775,4.635,0.860,0.000,0.000,0.000,0.000,3.389,3.389
2024-01-03 10:45:00+00:00,5.731,5.405,0.000,0.326,0.000,0.326,0.000,3.389,3.467
2024-01-03 11:00:00+00:00,7.211,5.600,0.000,1.611,0.000,1.611,0.000,3.467,3.854
2024-01-03 11:15:00+00:00,5.041,5.070,0.029,0.000,0.000,0.000,0.000,3.854,3.854
2024-01-03 11:30:00+00:00,6.115,5.325,0.000,0.790,0.000,0.790,0.000,3.854,4.043
2024-01-03 11:45:00+00:00,4.437,5.290,0.853,0.000,0.000,0.000,0.000,4.043,4.043
2024-01-03 12:00:00+00:00,2.880,5.135,2.255,0.000,0.000,0.000,0.000,4.043,4.043
2024-01-03 12:15:00+00:00,6.280,5.155,0.000,1.125,0.000,1.125,0.000,4.043,4.313
2024-01-03 12:30:00+00:00,10.394,5.080,0.000,5.314,0.000,5.314,0.000,4.313,5.589
2024-01-03 12:45:00+00:00,5.802,5.250,0.000,0.552,0.000,0.552,0.000,5.589,5.721
2024-01-03 13:00:00+00:00,5.071,5.555,0.484,0.000,0.000,0.000,0.000,5.721,5.721
2024-01-03 13:15:00+00:00,3.052,5.480,2.428,0.000,0.000,0.000,0.000,5.721,5.721
2024-01-03 13:30:00+00:00,4.042,5.920,1.878,0.000,0.000,0.000,0.000,5.721,5.721
2024-01-03 13:45:00+00:00,11.651,5.930,0.140,5.861,0.000,5.861,0.000,5.721,7.128
2024-01-03 14:00:00+00:00,16.217,5.515,3.825,14.528,0.000,14.528,0.000,7.128,10.614
2024-01-03 14:15:00+00:00,15.479,5.595,3.825,13.709,0.000,13.709,0.000,10.614,13.905
2024-01-03 14:30:00+00:00,7.687,5.655,3.825,5.858,0.000,5.858,0.000,13.905,15.310
2024-01-03 14:45:00+00:00,5.600,5.640,3.825,3.786,0.000,3.786,0.000,15.310,16.219
2024-01-03 15:00:00+00:00,3.267,5.455,3.825,1.637,0.000,1.637,0.000,16.219,16.612
2024-01-03 15:15:00+00:00,1.318,5.090,3.825,0.053,0.000,0.053,0.000,16.612,16.625
2024-01-03 15:30:00+00:00,0.115,5.885,3.825,0.000,1.944,-1.944,0.000,16.625,16.118
2024-01-03 15:45:00+00:00,0.000,6.290,3.825,0.000,2.465,-2.465,0.000,16.118,15.477
2024-01-03 16:00:00+00:00,0.000,5.510,3.825,0.000,1.685,-1.685,0.000,15.477,15.038
2024-01-03 16:15:00+00:00,0.000,6.030,3.825,0.000,2.205,-2.205,0.000,15.038,14.464
2024-01-03 16:30:00+00:00,0.000,5.830,3.825,0.000,2.005,-2.005,0.000,14.464,13.942
2024-01-03 16:45:00+00:00,0.000,5.335,3.825,0.000,1.510,-1.510,0.000,13.942,13.549
