timestamp_utc,load_kw,pv_kw,actual_battery_action_kw,grid_import_kw,grid_import_kwh,energy_cost_eur,grid_peak_so_far_kw,demand_increment_kw,demand_increment_cost_eur
2024-01-01 00:15:00+00:00,4.050,0.000,-4.050,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 00:30:00+00:00,3.770,0.000,-3.770,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 00:45:00+00:00,3.110,0.000,-3.110,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 01:00:00+00:00,1.990,0.000,-1.990,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 01:15:00+00:00,1.690,0.000,-1.690,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 01:30:00+00:00,1.565,0.000,-1.565,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 01:45:00+00:00,1.710,0.000,-1.710,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 02:00:00+00:00,1.510,0.000,-1.510,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 02:15:00+00:00,1.750,0.000,-1.750,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 02:30:00+00:00,1.670,0.000,-1.670,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 02:45:00+00:00,1.855,0.000,-1.855,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 03:00:00+00:00,1.570,0.000,-1.570,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 03:15:00+00:00,1.940,0.000,-1.940,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 03:30:00+00:00,3.600,0.000,-3.600,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 03:45:00+00:00,2.935,0.000,-2.935,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 04:00:00+00:00,1.705,0.000,-1.705,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 04:15:00+00:00,1.125,0.000,-1.125,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 04:30:00+00:00,1.125,0.000,-1.125,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 04:45:00+00:00,1.165,0.000,-1.165,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 05:00:00+00:00,1.225,0.000,-1.225,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 05:15:00+00:00,1.565,0.000,-1.565,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 05:30:00+00:00,1.860,0.000,-1.860,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 05:45:00+00:00,1.765,0.000,-1.765,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 06:00:00+00:00,1.565,0.000,-1.565,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 06:15:00+00:00,1.225,0.000,-1.225,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 06:30:00+00:00,3.580,0.000,-3.580,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 06:45:00+00:00,4.130,0.000,-4.130,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 07:00:00+00:00,3.815,0.000,-3.815,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 07:15:00+00:00,3.710,0.000,-3.710,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 07:30:00+00:00,4.700,0.179,-4.521,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 07:45:00+00:00,3.785,3.267,-0.518,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 08:00:00+00:00,3.800,6.727,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 08:15:00+00:00,4.010,9.478,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 08:30:00+00:00,4.070,11.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 08:45:00+00:00,3.670,13.871,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 09:00:00+00:00,3.730,15.692,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 09:15:00+00:00,5.125,17.992,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 09:30:00+00:00,5.485,10.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 09:45:00+00:00,5.345,3.241,-2.104,0.000,0.000,0.000,0.000,0.000,0.033
2024-01-01 10:00:00+00:00,4.965,4.138,-0.827,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 10:15:00+00:00,5.005,6.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 10:30:00+00:00,4.870,18.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 10:45:00+00:00,4.815,25.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 11:00:00+00:00,4.705,26.209,5.673,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 11:15:00+00:00,4.915,26.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 11:30:00+00:00,5.055,25.993,20.938,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 11:45:00+00:00,4.575,27.722,23.147,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 12:00:00+00:00,4.640,24.296,19.656,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 12:15:00+00:00,5.415,19.034,13.619,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 12:30:00+00:00,4.900,21.231,16.331,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 12:45:00+00:00,4.940,15.928,10.988,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 13:00:00+00:00,4.555,11.999,7.444,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 13:15:00+00:00,4.590,22.542,17.952,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 13:30:00+00:00,4.605,22.314,17.709,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 13:45:00+00:00,5.030,16.099,11.069,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 14:00:00+00:00,5.130,7.839,2.709,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 14:15:00+00:00,5.230,7.201,1.971,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 14:30:00+00:00,5.415,8.157,2.742,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 14:45:00+00:00,5.270,5.461,0.191,0.000,0.000,0.000,0.000,0.000,0.000
2024-01-01 15:00:00+00:00,5.205,2.634,-2.171,0.400,0.100,0.025,0.400,0.400,39.967
2024-01-01 15:15:00+00:00,5.240,0.711,-4.129,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 15:30:00+00:00,5.390,0.089,-4.901,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 15:45:00+00:00,5.260,0.000,-4.860,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 16:00:00+00:00,5.215,0.000,-4.815,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 16:15:00+00:00,5.070,0.000,-4.670,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 16:30:00+00:00,5.770,0.000,-5.370,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 16:45:00+00:00,5.960,0.000,-5.560,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 17:00:00+00:00,5.155,0.000,-4.755,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 17:15:00+00:00,5.850,0.000,-5.450,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 17:30:00+00:00,5.150,0.000,-4.750,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 17:45:00+00:00,5.050,0.000,-4.650,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 18:00:00+00:00,4.910,0.000,-4.510,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 18:15:00+00:00,4.990,0.000,-4.590,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 18:30:00+00:00,4.930,0.000,-4.530,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 18:45:00+00:00,6.050,0.000,-5.650,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 19:00:00+00:00,5.235,0.000,-4.835,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 19:15:00+00:00,4.930,0.000,-4.530,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 19:30:00+00:00,6.010,0.000,-5.610,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 19:45:00+00:00,5.515,0.000,-5.115,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 20:00:00+00:00,5.680,0.000,-5.280,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 20:15:00+00:00,6.020,0.000,-5.620,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 20:30:00+00:00,5.425,0.000,-5.025,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 20:45:00+00:00,5.670,0.000,-5.270,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 21:00:00+00:00,5.350,0.000,-4.950,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 21:15:00+00:00,5.685,0.000,-5.285,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 21:30:00+00:00,5.095,0.000,-4.695,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 21:45:00+00:00,5.300,0.000,-4.900,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 22:00:00+00:00,5.560,0.000,-5.160,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 22:15:00+00:00,5.370,0.000,-4.970,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 22:30:00+00:00,6.725,0.000,-6.325,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 22:45:00+00:00,5.490,0.000,-5.090,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 23:00:00+00:00,4.510,0.000,-4.110,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 23:15:00+00:00,4.015,0.000,-3.615,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 23:30:00+00:00,4.425,0.000,-4.025,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-01 23:45:00+00:00,3.425,0.000,-3.025,0.400,0.100,0.025,0.400,0.000,0.000
2024-01-02 00:00:00+00:00,3.360,0.000,0.398,3.758,0.940,0.235,3.758,3.358,335.800
2024-01-02 00:15:00+00:00,3.370,0.000,0.388,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 00:30:00+00:00,3.670,0.000,0.088,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 00:45:00+00:00,3.235,0.000,0.523,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 01:00:00+00:00,3.480,0.000,0.278,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 01:15:00+00:00,3.620,0.000,0.138,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 01:30:00+00:00,3.335,0.000,0.423,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 01:45:00+00:00,3.495,0.000,0.263,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 02:00:00+00:00,3.185,0.000,0.573,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 02:15:00+00:00,3.210,0.000,0.548,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 02:30:00+00:00,3.115,0.000,0.643,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 02:45:00+00:00,1.915,0.000,1.843,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 03:00:00+00:00,1.485,0.000,2.273,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 03:15:00+00:00,1.845,0.000,1.913,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 03:30:00+00:00,2.715,0.000,1.043,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 03:45:00+00:00,2.560,0.000,1.198,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 04:00:00+00:00,2.205,0.000,1.553,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 04:15:00+00:00,2.250,0.000,1.508,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 04:30:00+00:00,2.040,0.000,1.718,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 04:45:00+00:00,1.800,0.000,1.958,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 05:00:00+00:00,2.000,0.000,1.758,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 05:15:00+00:00,2.060,0.000,1.698,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 05:30:00+00:00,1.800,0.000,1.958,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 05:45:00+00:00,1.555,0.000,2.203,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 06:00:00+00:00,1.230,0.000,2.528,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 06:15:00+00:00,1.190,0.000,2.568,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 06:30:00+00:00,2.255,0.000,1.503,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 06:45:00+00:00,4.855,0.000,-1.097,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 07:00:00+00:00,3.665,0.000,0.093,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 07:15:00+00:00,3.455,0.000,0.303,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 07:30:00+00:00,3.975,0.000,-0.217,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 07:45:00+00:00,3.605,0.000,0.153,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 08:00:00+00:00,3.970,0.000,-0.212,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 08:15:00+00:00,5.170,0.099,-1.313,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 08:30:00+00:00,4.660,0.306,-0.596,3.758,0.940,0.235,3.758,0.000,0.033
2024-01-02 08:45:00+00:00,4.540,0.850,0.068,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 09:00:00+00:00,4.895,1.316,0.179,3.758,0.939,0.235,3.758,0.000,0.000
2024-01-02 09:15:00+00:00,5.445,1.470,-0.217,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 09:30:00+00:00,5.170,1.314,-0.098,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 09:45:00+00:00,4.985,1.054,-0.173,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 10:00:00+00:00,4.845,1.106,0.019,3.758,0.940,0.235,3.758,0.000,0.000
2024-01-02 10:15:00+00:00,5.045,1.571,0.285,3.759,0.940,0.235,3.759,0.000,0.033
2024-01-02 10:30:00+00:00,5.875,1.985,-0.131,3.759,0.940,0.235,3.759,0.000,0.000
2024-01-02 10:45:00+00:00,5.315,2.502,0.945,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 11:00:00+00:00,4.770,2.708,1.696,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 11:15:00+00:00,4.780,3.210,2.188,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 11:30:00+00:00,5.015,4.008,2.751,3.758,0.939,0.235,3.759,0.000,0.000
2024-01-02 11:45:00+00:00,4.710,5.486,4.535,3.759,0.940,0.235,3.759,0.000,0.000
2024-01-02 12:00:00+00:00,5.035,6.054,4.777,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 12:15:00+00:00,4.845,3.883,2.796,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 12:30:00+00:00,5.170,3.482,2.070,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 12:45:00+00:00,4.620,3.182,2.320,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 13:00:00+00:00,5.240,2.575,1.093,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 13:15:00+00:00,5.285,1.850,0.323,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 13:30:00+00:00,4.865,1.540,0.433,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 13:45:00+00:00,5.070,1.075,-0.236,3.759,0.940,0.235,3.759,0.000,0.000
2024-01-02 14:00:00+00:00,5.455,0.973,-0.724,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 14:15:00+00:00,4.995,1.024,-0.213,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 14:30:00+00:00,4.865,1.283,0.176,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 14:45:00+00:00,5.090,0.534,-0.798,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 15:00:00+00:00,5.275,0.122,-1.395,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 15:15:00+00:00,5.280,0.000,-1.522,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 15:30:00+00:00,5.700,0.000,-1.942,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 15:45:00+00:00,5.870,0.000,-2.112,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 16:00:00+00:00,5.685,0.000,-1.927,3.758,0.939,0.235,3.759,0.000,0.000
2024-01-02 16:15:00+00:00,5.080,0.000,-1.322,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 16:30:00+00:00,5.115,0.000,-1.357,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 16:45:00+00:00,4.935,0.000,-1.177,3.758,0.939,0.235,3.759,0.000,0.000
2024-01-02 17:00:00+00:00,5.165,0.000,-1.407,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 17:15:00+00:00,5.385,0.000,-1.627,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 17:30:00+00:00,4.675,0.000,-0.917,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 17:45:00+00:00,5.015,0.000,-1.257,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 18:00:00+00:00,5.240,0.000,-1.482,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 18:15:00+00:00,5.060,0.000,-1.302,3.758,0.939,0.235,3.759,0.000,0.000
2024-01-02 18:30:00+00:00,5.125,0.000,-1.367,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 18:45:00+00:00,4.850,0.000,-1.092,3.758,0.939,0.235,3.759,0.000,0.000
2024-01-02 19:00:00+00:00,5.120,0.000,-1.362,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 19:15:00+00:00,5.585,0.000,-1.827,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 19:30:00+00:00,5.605,0.000,-1.847,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 19:45:00+00:00,5.735,0.000,-1.977,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 20:00:00+00:00,5.190,0.000,-1.432,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 20:15:00+00:00,5.280,0.000,-1.522,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 20:30:00+00:00,4.880,0.000,-1.122,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 20:45:00+00:00,5.235,0.000,-1.477,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 21:00:00+00:00,5.090,0.000,-1.332,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 21:15:00+00:00,4.915,0.000,-1.157,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 21:30:00+00:00,5.145,0.000,-1.387,3.758,0.939,0.235,3.759,0.000,0.000
2024-01-02 21:45:00+00:00,5.075,0.000,-1.317,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 22:00:00+00:00,5.145,0.000,-1.387,3.758,0.939,0.235,3.759,0.000,0.000
2024-01-02 22:15:00+00:00,5.075,0.000,-1.317,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 22:30:00+00:00,4.920,0.000,-1.162,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 22:45:00+00:00,5.090,0.000,-1.332,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 23:00:00+00:00,5.090,0.000,-1.332,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 23:15:00+00:00,4.710,0.000,-0.952,3.758,0.940,0.235,3.759,0.000,0.000
2024-01-02 23:30:00+00:00,4.600,0.000,-0.842,3.758,0.939,0.235,3.759,0.000,0.000
2024-01-02 23:45:00+00:00,4.410,0.000,-0.585,3.825,0.956,0.239,3.825,0.066,6.633
2024-01-03 00:00:00+00:00,3.730,0.000,0.067,3.797,0.949,0.237,3.825,0.000,0.000
2024-01-03 00:15:00+00:00,3.745,0.000,0.080,3.825,0.956,0.239,3.825,0.000,0.000
2024-01-03 00:30:00+00:00,3.675,0.000,0.150,3.825,0.956,0.239,3.825,0.000,0.000
2024-01-03 00:45:00+00:00,3.840,0.000,-0.015,3.825,0.956,0.239,3.825,0.000,0.000
2024-01-03 01:00:00+00:00,4.085,0.000,-0.260,3.825,0.956,0.239,3.825,0.000,0.000
2024-01-03 01:15:00+00:00,3.745,0.000,0.000,3.745,0.936,0.234,3.825,0.000,0.000
2024-01-03 01:30:00+00:00,2.380,0.000,0.000,2.380,0.595,0.149,3.825,0.000,0.000
2024-01-03 01:45:00+00:00,2.130,0.000,0.000,2.130,0.532,0.133,3.825,0.000,0.000
2024-01-03 02:00:00+00:00,1.755,0.000,0.000,1.755,0.439,0.110,3.825,0.000,0.000
2024-01-03 02:15:00+00:00,1.435,0.000,0.000,1.435,0.359,0.090,3.825,0.000,0.000
2024-01-03 02:30:00+00:00,1.745,0.000,0.000,1.745,0.436,0.109,3.825,0.000,0.000
2024-01-03 02:45:00+00:00,1.585,0.000,0.000,1.585,0.396,0.099,3.825,0.000,0.000
2024-01-03 03:00:00+00:00,1.795,0.000,0.000,1.795,0.449,0.112,3.825,0.000,0.000
2024-01-03 03:15:00+00:00,1.940,0.000,0.000,1.940,0.485,0.121,3.825,0.000,0.000
2024-01-03 03:30:00+00:00,2.735,0.000,0.000,2.735,0.684,0.171,3.825,0.000,0.000
2024-01-03 03:45:00+00:00,2.650,0.000,0.000,2.650,0.662,0.166,3.825,0.000,0.000
2024-01-03 04:00:00+00:00,2.195,0.000,0.000,2.195,0.549,0.137,3.825,0.000,0.000
2024-01-03 04:15:00+00:00,2.145,0.000,0.000,2.145,0.536,0.134,3.825,0.000,0.000
2024-01-03 04:30:00+00:00,2.300,0.000,0.000,2.300,0.575,0.144,3.825,0.000,0.000
2024-01-03 04:45:00+00:00,2.925,0.000,0.000,2.925,0.731,0.183,3.825,0.000,0.000
2024-01-03 05:00:00+00:00,2.080,0.000,0.000,2.080,0.520,0.130,3.825,0.000,0.000
2024-01-03 05:15:00+00:00,1.365,0.000,0.000,1.365,0.341,0.085,3.825,0.000,0.000
2024-01-03 05:30:00+00:00,1.725,0.000,0.000,1.725,0.431,0.108,3.825,0.000,0.000
2024-01-03 05:45:00+00:00,1.775,0.000,0.000,1.775,0.444,0.111,3.825,0.000,0.000
2024-01-03 06:00:00+00:00,2.560,0.000,0.255,2.815,0.704,0.176,3.825,0.000,0.000
2024-01-03 06:15:00+00:00,4.060,0.000,-0.235,3.825,0.956,0.239,3.825,0.000,0.000
2024-01-03 06:30:00+00:00,2.925,0.000,0.283,3.208,0.802,0.200,3.825,0.000,0.000
2024-01-03 06:45:00+00:00,2.970,0.000,0.855,3.825,0.956,0.239,3.825,0.000,0.000
2024-01-03 07:00:00+00:00,2.800,0.000,1.025,3.825,0.956,0.239,3.825,0.000,0.000
2024-01-03 07:15:00+00:00,3.710,0.000,0.115,3.825,0.956,0.239,3.825,0.000,0.000
2024-01-03 07:30:00+00:00,5.000,0.014,-1.161,3.825,0.956,0.239,3.825,0.000,0.000
2024-01-03 07:45:00+00:00,4.490,0.383,-0.282,3.825,0.956,0.239,3.825,0.000,0.000
2024-01-03 08:00:00+00:00,4.865,0.382,-0.658,3.825,0.956,0.239,3.825,0.000,0.033
2024-01-03 08:15:00+00:00,4.875,1.223,0.000,3.652,0.913,0.228,3.825,0.000,0.000
2024-01-03 08:30:00+00:00,4.695,2.217,0.000,2.478,0.620,0.155,3.825,0.000,0.000
2024-01-03 08:45:00+00:00,4.910,4.351,0.000,0.559,0.140,0.035,3.825,0.000,0.000
2024-01-03 09:00:00+00:00,5.220,2.909,0.000,2.311,0.578,0.144,3.825,0.000,0.000
2024-01-03 09:15:00+00:00,5.270,6.776,1.506,0.000,0.000,0.000,3.825,0.000,0.000
2024-01-03 09:30:00+00:00,5.220,5.364,0.144,0.000,0.000,0.000,3.825,0.000,0.000
2024-01-03 09:45:00+00:00,5.040,7.023,1.983,0.000,0.000,0.000,3.825,0.000,0.000
2024-01-03 10:00:00+00:00,5.065,5.136,0.071,0.000,0.000,0.000,3.825,0.000,0.000
2024-01-03 10:15:00+00:00,4.905,4.402,0.000,0.503,0.126,0.031,3.825,0.000,0.000
2024-01-03 10:30:00+00:00,4.635,3.775,0.000,0.860,0.215,0.054,3.825,0.000,0.000
2024-01-03 10:45:00+00:00,5.405,5.731,0.326,0.000,0.000,0.000,3.825,0.000,0.000
2024-01-03 11:00:00+00:00,5.600,7.211,1.611,0.000,0.000,0.000,3.825,0.000,0.000
2024-01-03 11:15:00+00:00,5.070,5.041,0.000,0.029,0.007,0.002,3.825,0.000,0.000
2024-01-03 11:30:00+00:00,5.325,6.115,0.790,0.000,0.000,0.000,3.825,0.000,0.000
2024-01-03 11:45:00+00:00,5.290,4.437,0.000,0.853,0.213,0.053,3.825,0.000,0.000
2024-01-03 12:00:00+00:00,5.135,2.880,0.000,2.255,0.564,0.141,3.825,0.000,0.000
2024-01-03 12:15:00+00:00,5.155,6.280,1.125,0.000,0.000,0.000,3.825,0.000,0.000
2024-01-03 12:30:00+00:00,5.080,10.394,5.314,0.000,0.000,0.000,3.825,0.000,0.000
2024-01-03 12:45:00+00:00,5.250,5.802,0.552,0.000,0.000,0.000,3.825,0.000,0.000
2024-01-03 13:00:00+00:00,5.555,5.071,0.000,0.484,0.121,0.030,3.825,0.000,0.000
2024-01-03 13:15:00+00:00,5.480,3.052,0.000,2.428,0.607,0.152,3.825,0.000,0.000
2024-01-03 13:30:00+00:00,5.920,4.042,0.000,1.878,0.470,0.117,3.825,0.000,0.000
2024-01-03 13:45:00+00:00,5.930,11.651,5.861,0.140,0.035,0.009,3.825,0.000,0.000
2024-01-03 14:00:00+00:00,5.515,16.217,14.528,3.826,0.956,0.239,3.826,0.000,0.033
2024-01-03 14:15:00+00:00,5.595,15.479,13.709,3.825,0.956,0.239,3.826,0.000,0.000
2024-01-03 14:30:00+00:00,5.655,7.687,5.858,3.826,0.956,0.239,3.826,0.000,0.000
2024-01-03 14:45:00+00:00,5.640,5.600,3.786,3.826,0.956,0.239,3.826,0.000,0.000
2024-01-03 15:00:00+00:00,5.455,3.267,1.637,3.825,0.956,0.239,3.826,0.000,0.000
2024-01-03 15:15:00+00:00,5.090,1.318,0.053,3.825,0.956,0.239,3.826,0.000,0.000
2024-01-03 15:30:00+00:00,5.885,0.115,-1.944,3.826,0.956,0.239,3.826,0.000,0.000
2024-01-03 15:45:00+00:00,6.290,0.000,-2.465,3.825,0.956,0.239,3.826,0.000,0.000
2024-01-03 16:00:00+00:00,5.510,0.000,-1.685,3.825,0.956,0.239,3.826,0.000,0.000
2024-01-03 16:15:00+00:00,6.030,0.000,-2.205,3.825,0.956,0.239,3.826,0.000,0.000
2024-01-03 16:30:00+00:00,5.830,0.000,-2.005,3.825,0.956,0.239,3.826,0.000,0.000
2024-01-03 16:45:00+00:00,5.335,0.000,-1.510,3.825,0.956,0.239,3.826,0.000,0.000
